grid_id,LeftBottom_x,LeftBottom_y,RightTop_x,RightTop_y,Centroid_x,Centroid_y,row,col,area1,area2,area3,all_grid_id,address
2892,120.32174296417543,22.912617724651394,120.32665692079502,22.917132356573447,120.32419994248524,22.914875040612426,110,60,臺南市,歸仁區|關廟區,布袋里|沙崙里,18069,臺南市歸仁區大潭里
2893,120.32665692079502,22.912617724651394,120.33157087741459,22.917132356573447,120.32911389910481,22.914875040612426,110,61,臺南市,關廟區,布袋里,18070,臺南市關廟區布袋里南352
2894,120.33157087741459,22.912617724651394,120.3364848340342,22.917132356573447,120.33402785572441,22.914875040612426,110,62,臺南市,關廟區,布袋里,18071,臺南市關廟區布袋里南352
2895,120.3364848340342,22.912617724651394,120.34139879065378,22.917132356573447,120.338941812344,22.914875040612426,110,63,臺南市,關廟區,布袋里,18072,臺南市關廟區布袋里灣仔
2896,120.34139879065378,22.912617724651394,120.34631274727337,22.917132356573447,120.34385576896358,22.914875040612426,110,64,臺南市,關廟區,布袋里,18073,臺南市關廟區南雄里田中央南雄南路
2897,120.34631274727337,22.912617724651394,120.35122670389296,22.917132356573447,120.34876972558321,22.914875040612426,110,65,臺南市,關廟區,布袋里,18074,臺南市關廟區布袋里草埤福爾摩沙高速公路
2898,120.35122670389296,22.912617724651394,120.35614066051257,22.917132356573447,120.35368368220274,22.914875040612426,110,66,臺南市,關廟區|龍崎區,布袋里|楠坑里,18075,臺南市關廟區南雄里田中央南雄南路
2899,120.17432426558777,22.90810309272933,120.17923822220736,22.912617724651394,120.17678124389757,22.910360408690373,111,30,臺南市,南區,佛壇里,18076,高雄市茄萣區嘉福里茄萣漁村風情自行車路線
2900,120.20872196192488,22.90810309272933,120.21363591854448,22.912617724651394,120.21117894023467,22.910360408690373,111,37,臺南市,仁德區,大甲里,18077,臺南市仁德區大甲里文賢里
2901,120.21363591854448,22.90810309272933,120.21854987516407,22.912617724651394,120.21609289685426,22.910360408690373,111,38,臺南市,仁德區,大甲里,18078,臺南市仁德區大甲里文賢里防汛用路
2902,120.21854987516407,22.90810309272933,120.22346383178363,22.912617724651394,120.22100685347387,22.910360408690373,111,39,臺南市,仁德區,二行里|大甲里,18079,臺南市仁德區大甲里文賢里防汛用路
2903,120.22346383178363,22.90810309272933,120.22837778840322,22.912617724651394,120.22592081009344,22.910360408690373,111,40,臺南市,仁德區,二行里,18080,高雄市湖內區太爺里中正路一段
2904,120.22837778840322,22.90810309272933,120.23329174502285,22.912617724651394,120.230834766713,22.910360408690373,111,41,臺南市,仁德區,中洲里,18081,高雄市湖內區太爺里防汛用路
2905,120.23329174502285,22.90810309272933,120.2382057016424,22.912617724651394,120.23574872333259,22.910360408690373,111,42,臺南市,仁德區,中洲里,18082,臺南市仁德區中洲里依仁路
